,resultId,raceId,driverId,driverId_Ref,constructorId,constructorId_Ref,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapTime_ms,fastestLapSpeed,statusId,statusId_name
20965,20968,849,4,alonso,6,ferrari,5.0,3,1.0,1,1,25.0,52,28:41.2,5321196.0,41.0,1.0,01:34.9,94900,223.454,1,Finished
20989,20992,850,1,hamilton,1,mclaren,3.0,2,1.0,1,1,25.0,60,37:30.3,5850334.0,59.0,1.0,01:34.3,94300,196.526,1,Finished
21013,21016,851,18,button,1,mclaren,4.0,3,1.0,1,1,25.0,70,46:42.3,6402337.0,58.0,6.0,01:23.9,83900,187.898,1,Finished
21037,21040,852,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,44,26:44.9,5204893.0,36.0,4.0,01:50.5,110500,228.285,1,Finished
21061,21064,853,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,53,20:46.2,4846172.0,49.0,3.0,01:26.6,86600,240.937,1,Finished
21085,21088,854,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,61,59:04.8,7146757.0,51.0,2.0,01:48.7,108700,168.029,1,Finished
21109,21112,855,18,button,1,mclaren,4.0,2,1.0,1,1,25.0,53,30:53.4,5453427.0,52.0,1.0,01:36.6,96600,216.481,1,Finished
21133,21136,856,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,55,38:02.0,5881994.0,55.0,1.0,01:39.6,99600,202.941,1,Finished
21157,21160,857,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,60,30:35.0,5435002.0,60.0,1.0,01:27.2,87200,211.463,1,Finished
21181,21184,858,1,hamilton,1,mclaren,3.0,2,1.0,1,1,25.0,55,37:11.9,5831886.0,51.0,3.0,01:43.5,103500,193.255,1,Finished
21205,21208,859,17,webber,9,red_bull,2.0,2,1.0,1,1,25.0,71,32:17.5,5537464.0,71.0,1.0,01:15.3,75300,205.942,1,Finished
21229,21232,860,18,button,1,mclaren,3.0,2,1.0,1,1,25.0,58,34:09.6,5649565.0,56.0,1.0,01:29.2,89200,214.053,1,Finished
21253,21256,861,4,alonso,6,ferrari,5.0,8,1.0,1,1,25.0,56,44:51.8,9891812.0,53.0,7.0,01:41.7,101700,196.25,1,Finished
21277,21280,862,3,rosberg,131,mercedes,8.0,1,1.0,1,1,25.0,56,36:26.9,5786929.0,40.0,8.0,01:41.0,101000,194.356,1,Finished
21301,21304,863,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,57,35:11.0,5710990.0,41.0,1.0,01:36.4,96400,202.151,1,Finished
21325,21328,864,813,maldonado,3,williams,18.0,1,1.0,1,1,25.0,66,39:09.1,5949145.0,26.0,6.0,01:27.9,87900,190.635,1,Finished
21349,21352,865,17,webber,9,red_bull,2.0,1,1.0,1,1,25.0,78,46:06.6,6366557.0,45.0,3.0,01:18.8,78800,152.579,1,Finished
21373,21376,866,1,hamilton,1,mclaren,4.0,2,1.0,1,1,25.0,70,32:29.6,5549586.0,59.0,6.0,01:17.0,77000,203.837,1,Finished
21397,21400,867,4,alonso,6,ferrari,5.0,11,1.0,1,1,25.0,57,44:16.6,6256649.0,40.0,5.0,01:43.7,103700,188.185,1,Finished
21421,21424,868,17,webber,9,red_bull,2.0,2,1.0,1,1,25.0,52,25:11.3,5111288.0,49.0,4.0,01:34.9,94900,223.393,1,Finished
21445,21448,869,4,alonso,6,ferrari,5.0,1,1.0,1,1,25.0,67,31:05.9,5465862.0,66.0,2.0,01:19.0,79000,208.319,1,Finished
21469,21472,870,1,hamilton,1,mclaren,4.0,1,1.0,1,1,25.0,69,41:05.5,6065503.0,65.0,4.0,01:25.7,85700,184.082,1,Finished
21493,21496,871,18,button,1,mclaren,3.0,1,1.0,1,1,25.0,44,29:08.5,5348530.0,40.0,10.0,01:54.3,114300,220.611,1,Finished
21517,21520,872,1,hamilton,1,mclaren,4.0,1,1.0,1,1,25.0,53,19:41.2,4781221.0,52.0,5.0,01:28.4,88400,235.841,1,Finished
21541,21544,873,20,vettel,9,red_bull,1.0,3,1.0,1,1,25.0,59,00:26.1,7226144.0,50.0,3.0,01:52.1,112100,162.865,1,Finished
21565,21568,874,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,53,28:56.2,5336242.0,52.0,1.0,01:35.8,95800,218.276,1,Finished
21589,21592,875,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,55,36:28.7,5788651.0,55.0,5.0,01:42.5,102500,197.211,1,Finished
21613,21616,876,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,60,31:10.7,5470744.0,60.0,4.0,01:28.7,88700,207.95,1,Finished
21637,21640,877,8,raikkonen,208,lotus_f1,9.0,4,1.0,1,1,25.0,55,45:58.7,6358667.0,50.0,3.0,01:44.5,104500,191.41,1,Finished
21661,21664,878,1,hamilton,1,mclaren,4.0,2,1.0,1,1,25.0,56,35:55.3,5755269.0,55.0,5.0,01:39.7,99700,199.047,1,Finished
21685,21688,879,18,button,1,mclaren,3.0,2,1.0,1,1,25.0,71,45:22.7,6322656.0,37.0,2.0,01:18.1,78100,198.601,1,Finished
21709,21712,880,8,raikkonen,208,lotus_f1,7.0,7,1.0,1,1,25.0,58,30:03.2,5403225.0,56.0,1.0,01:29.3,89300,213.845,1,Finished
21731,21734,881,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,56,38:56.7,5936681.0,45.0,3.0,01:40.4,100400,198.661,1,Finished
21753,21756,882,4,alonso,6,ferrari,3.0,3,1.0,1,1,25.0,56,36:26.9,5786945.0,46.0,4.0,01:39.5,99500,197.21,1,Finished
21775,21778,883,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,57,36:00.5,5760498.0,55.0,1.0,01:37.0,97000,200.938,1,Finished
21797,21800,884,4,alonso,6,ferrari,3.0,5,1.0,1,1,25.0,66,39:16.6,5956596.0,53.0,5.0,01:26.7,86700,193.329,1,Finished
21819,21822,885,3,rosberg,131,mercedes,9.0,1,1.0,1,1,25.0,78,17:52.1,8272056.0,74.0,6.0,01:18.3,78300,153.51,1,Finished
21841,21844,886,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,70,32:09.1,5529143.0,55.0,5.0,01:16.6,76600,205.06,1,Finished
21863,21866,887,3,rosberg,131,mercedes,9.0,2,1.0,1,1,25.0,52,32:59.5,5579456.0,50.0,2.0,01:33.5,93500,226.744,1,Finished
21885,21888,888,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,60,41:14.7,6074711.0,59.0,5.0,01:34.2,94200,196.814,1,Finished
21907,21910,890,1,hamilton,131,mercedes,10.0,1,1.0,1,1,25.0,70,42:29.4,6149445.0,69.0,3.0,01:24.6,84600,186.322,1,Finished
21929,21932,891,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,44,23:42.2,5022196.0,40.0,1.0,01:50.8,110800,227.657,1,Finished
21951,21954,892,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,53,18:33.4,4713352.0,52.0,12.0,01:27.2,87200,239.187,1,Finished
21973,21976,893,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,61,59:13.1,7153132.0,46.0,1.0,01:48.6,108600,167.94,1,Finished
21995,21998,894,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,55,43:13.7,6193701.0,53.0,1.0,01:41.4,101400,199.388,1,Finished
22017,22020,895,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,53,26:49.3,5209301.0,39.0,4.0,01:35.3,95300,219.322,1,Finished
22039,22042,896,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,60,31:12.2,5472187.0,54.0,2.0,01:28.1,88100,209.383,1,Finished
22061,22064,897,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,55,38:06.1,5886106.0,51.0,2.0,01:43.9,103900,192.451,1,Finished
22083,22086,898,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,56,39:17.1,5957148.0,54.0,1.0,01:39.9,99900,198.754,1,Finished
22105,22108,899,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,71,32:36.3,5556300.0,51.0,3.0,01:15.6,75600,205.125,1,Finished
22127,22130,900,3,rosberg,131,mercedes,6.0,3,1.0,1,1,25.0,57,32:58.7,5578710.0,19.0,1.0,01:32.5,92500,206.436,1,Finished
22149,22152,901,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,56,40:26.0,6025974.0,53.0,1.0,01:43.1,103100,193.611,1,Finished
22171,22174,902,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,57,39:42.7,5982743.0,49.0,2.0,01:37.1,97100,200.634,1,Finished
22193,22196,903,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,54,33:28.3,5608338.0,42.0,2.0,01:41.2,101200,193.916,1,Finished
22215,22218,904,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,66,41:05.2,6065155.0,54.0,3.0,01:29.5,89500,187.275,1,Finished
22237,22240,905,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,78,49:27.7,6567661.0,33.0,4.0,01:19.4,79400,151.388,1,Finished
22259,22262,906,817,ricciardo,9,red_bull,3.0,6,1.0,1,1,25.0,70,39:12.8,5952830.0,68.0,4.0,01:18.6,78600,199.638,1,Finished
22281,22284,907,3,rosberg,131,mercedes,6.0,3,1.0,1,1,25.0,71,27:55.0,5274976.0,50.0,6.0,01:12.6,72600,214.518,1,Finished
22303,22306,908,1,hamilton,131,mercedes,44.0,6,1.0,1,1,25.0,52,26:52.1,8812094.0,26.0,1.0,01:37.2,97200,218.239,1,Finished
22325,22328,909,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,67,33:42.9,5622914.0,67.0,6.0,01:21.3,81300,202.543,1,Finished
22347,22350,910,817,ricciardo,9,red_bull,3.0,4,1.0,1,1,25.0,70,53:05.1,6785058.0,58.0,2.0,01:26.6,86600,182.103,1,Finished
22369,22373,911,817,ricciardo,9,red_bull,3.0,5,1.0,1,1,25.0,44,24:36.6,5076556.0,44.0,6.0,01:53.0,113000,223.187,1,Finished
22391,22395,912,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,53,19:10.2,4750236.0,29.0,1.0,01:28.0,88000,236.975,1,Finished
22413,22417,913,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,60,00:04.8,7204795.0,39.0,1.0,01:50.4,110400,165.137,1,Finished
22435,22439,914,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,44,51:43.0,6703021.0,39.0,1.0,01:51.6,111600,187.322,1,Finished
22457,22461,915,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,53,31:50.7,5510744.0,48.0,3.0,01:41.6,101600,207.2,1,Finished
22478,22482,916,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,56,40:04.8,6004785.0,49.0,4.0,01:41.9,101900,194.712,1,Finished
22496,22500,917,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,71,30:02.6,5402555.0,62.0,2.0,01:13.6,73600,210.711,1,Finished
22514,22518,918,1,hamilton,131,mercedes,44.0,2,1.0,1,1,50.0,55,39:02.6,5942619.0,49.0,4.0,01:45.6,105600,189.342,1,Finished
22534,22538,926,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,58,31:54.1,5514067.0,50.0,1.0,01:30.9,90900,209.915,1,Finished
22552,22556,927,20,vettel,6,ferrari,5.0,2,1.0,1,1,25.0,56,41:05.8,6065793.0,46.0,3.0,01:43.6,103600,193.501,1,Finished
22572,22576,928,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,56,39:42.0,5982008.0,31.0,1.0,01:42.2,102200,191.996,1,Finished
22592,22596,929,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,57,35:05.8,5705809.0,38.0,5.0,01:37.9,97900,199.098,1,Finished
22612,22616,930,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,66,41:12.6,6072555.0,53.0,2.0,01:29.1,89100,188.061,1,Finished
22632,22636,931,3,rosberg,131,mercedes,6.0,2,1.0,1,1,25.0,78,49:18.4,6558420.0,76.0,2.0,01:18.6,78600,152.841,1,Finished
22652,22656,932,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,70,31:53.1,5513145.0,64.0,3.0,01:17.5,77500,202.648,1,Finished
22672,22676,933,3,rosberg,131,mercedes,6.0,2,1.0,1,1,25.0,71,30:16.9,5416930.0,35.0,1.0,01:11.2,71200,218.622,1,Finished
22692,22696,934,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,52,31:27.7,5487729.0,29.0,1.0,01:37.1,97100,218.425,1,Finished
22712,22716,936,20,vettel,6,ferrari,5.0,3,1.0,1,1,25.0,69,46:10.0,6369985.0,63.0,5.0,01:26.8,86800,181.759,1,Finished
22732,22736,937,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,43,23:40.4,5020387.0,34.0,2.0,01:52.5,112500,224.12,1,Finished
22752,22756,938,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,53,18:00.7,4680688.0,48.0,1.0,01:26.7,86700,240.617,1,Finished
22772,22776,939,20,vettel,6,ferrari,5.0,1,1.0,1,1,25.0,61,01:22.1,7282118.0,53.0,2.0,01:50.1,110100,165.659,1,Finished
22792,22796,940,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,53,,,33.0,1.0,01:36.1,96100,217.434,1,Finished
22812,22816,941,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,53,37:11.0,5831024.0,44.0,3.0,01:40.6,100600,209.328,1,Finished
22831,22837,942,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,56,50:52.7,6652703.0,48.0,2.0,01:40.7,100700,197.014,1,Finished
22852,22857,943,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,71,42:35.0,6155038.0,67.0,1.0,01:20.5,80500,192.426,1,Finished
22872,22877,944,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,71,31:09.1,5469090.0,57.0,2.0,01:15.0,75000,206.95,1,Finished
22892,22897,945,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,55,38:30.2,5910175.0,37.0,5.0,01:45.4,105400,189.779,1,Finished
22912,22917,948,3,rosberg,131,mercedes,6.0,2,1.0,1,1,25.0,57,48:15.6,6495565.0,21.0,3.0,01:30.6,90600,210.815,1,Finished
22934,22939,949,3,rosberg,131,mercedes,6.0,2,1.0,1,1,25.0,57,33:34.7,5614696.0,41.0,1.0,01:34.5,94500,206.21,1,Finished
22956,22961,950,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,56,38:53.9,5933891.0,38.0,6.0,01:40.4,100400,195.419,1,Finished
22978,22983,951,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,53,32:42.0,5561997.0,52.0,1.0,01:39.1,99100,212.452,1,Finished
23000,23005,952,830,max_verstappen,9,red_bull,33.0,4,1.0,1,1,25.0,66,41:40.0,6100017.0,36.0,6.0,01:28.8,88800,188.682,1,Finished
23022,23027,953,1,hamilton,131,mercedes,44.0,3,1.0,1,1,25.0,78,59:29.1,7169133.0,71.0,1.0,01:17.9,77900,154.135,1,Finished
23044,23049,954,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,70,31:05.3,5465296.0,68.0,2.0,01:16.0,76000,206.625,1,Finished
23066,23071,955,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,51,32:52.4,5572366.0,48.0,1.0,01:46.5,106500,202.946,1,Finished
23088,23093,956,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,71,27:38.1,5258107.0,67.0,1.0,01:08.4,68400,227.647,1,Finished
23110,23115,957,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,52,34:55.8,5695831.0,45.0,3.0,01:35.8,95800,221.44,1,Finished
23132,23137,958,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,70,40:30.1,6030115.0,69.0,3.0,01:23.8,83800,188.095,1,Finished
23154,23159,959,1,hamilton,131,mercedes,44.0,2,1.0,1,1,25.0,67,30:44.2,5444200.0,52.0,3.0,01:18.7,78700,209.107,1,Finished
23176,23181,960,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,44,44:51.1,6291058.0,11.0,2.0,01:51.7,111700,225.64,1,Finished
23198,23203,961,3,rosberg,131,mercedes,6.0,2,1.0,1,1,25.0,53,17:28.1,4648089.0,26.0,9.0,01:26.6,86600,240.82,1,Finished
23220,23225,962,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,61,55:49.0,6948950.0,38.0,6.0,01:50.3,110300,165.318,1,Finished
23242,23247,963,817,ricciardo,9,red_bull,3.0,4,1.0,1,1,25.0,56,37:12.8,5832776.0,44.0,3.0,01:37.4,97400,204.771,1,Finished
23264,23269,964,3,rosberg,131,mercedes,6.0,1,1.0,1,1,25.0,53,26:43.3,5203333.0,31.0,5.0,01:36.0,96000,217.651,1,Finished
23286,23291,965,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,56,38:12.6,5892618.0,45.0,4.0,01:42.4,102400,193.842,1,Finished
23308,23313,966,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,71,40:31.4,6031402.0,66.0,4.0,01:22.6,82600,187.592,1,Finished
23330,23335,967,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,71,01:01.3,10861335.0,44.0,3.0,01:25.6,85600,181.137,1,Finished
23352,23357,968,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,55,38:04.0,5884013.0,37.0,5.0,01:45.1,105100,190.174,1,Finished
23374,23379,969,20,vettel,6,ferrari,5.0,2,1.0,1,1,25.0,57,24:11.7,5051672.0,53.0,3.0,01:26.6,86600,220.351,1,Finished
23394,23399,970,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,56,37:36.2,5856158.0,44.0,1.0,01:35.4,95400,205.745,1,Finished
23414,23419,971,20,vettel,6,ferrari,5.0,3,1.0,1,1,25.0,57,33:53.4,5633374.0,36.0,4.0,01:33.8,93800,207.652,1,Finished
23434,23439,972,822,bottas,131,mercedes,77.0,3,1.0,1,1,25.0,52,28:08.7,5288743.0,49.0,3.0,01:37.4,97400,216.221,1,Finished
23454,23459,973,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,66,35:56.5,5756497.0,64.0,1.0,01:23.6,83600,200.471,1,Finished
23474,23479,974,20,vettel,6,ferrari,5.0,2,1.0,1,1,25.0,78,44:44.3,6284340.0,38.0,2.0,01:15.2,75200,159.669,1,Finished
23494,23499,975,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,70,33:05.2,5585154.0,64.0,1.0,01:14.6,74600,210.588,1,Finished
23514,23519,976,817,ricciardo,9,red_bull,3.0,10,1.0,1,1,25.0,51,03:55.6,7435573.0,46.0,4.0,01:44.9,104900,206.048,1,Finished
23537,23542,977,822,bottas,131,mercedes,77.0,1,1.0,1,1,25.0,71,21:48.5,4908523.0,51.0,5.0,01:07.8,67800,229.115,1,Finished
23557,23562,978,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,51,21:27.4,4887430.0,48.0,1.0,01:30.6,90600,234.025,1,Finished
23577,23582,979,20,vettel,6,ferrari,5.0,1,1.0,1,1,25.0,70,39:46.7,5986713.0,69.0,4.0,01:20.8,80800,195.176,1,Finished
23597,23602,980,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,44,24:42.8,5082820.0,35.0,2.0,01:46.6,106600,236.526,1,Finished
23617,23622,981,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,53,15:32.3,4532312.0,50.0,2.0,01:23.5,83500,249.793,1,Finished
23637,23642,982,1,hamilton,131,mercedes,44.0,5,1.0,1,1,25.0,58,03:23.5,7403544.0,55.0,1.0,01:45.0,105000,173.643,1,Finished
23657,23662,983,830,max_verstappen,9,red_bull,33.0,3,1.0,1,1,25.0,56,30:01.3,5401290.0,50.0,4.0,01:34.5,94500,211.235,1,Finished
23677,23682,984,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,53,27:31.2,5251194.0,43.0,6.0,01:33.8,93800,222.917,1,Finished
23697,23702,985,1,hamilton,131,mercedes,44.0,1,1.0,1,1,25.0,56,33:51.0,5630991.0,48.0,5.0,01:38.8,98800,200.927,1,Finished
23717,23722,986,830,max_verstappen,9,red_bull,33.0,2,1.0,1,1,25.0,71,36:26.6,5786552.0,65.0,2.0,01:18.9,78900,196.4,1,Finished
23737,23742,987,20,vettel,6,ferrari,5.0,2,1.0,1,1,25.0,71,31:26.3,5486262.0,63.0,7.0,01:12.5,72500,213.849,1,Finished
23757,23762,988,822,bottas,131,mercedes,77.0,1,1.0,1,1,25.0,55,34:14.1,5654062.0,52.0,1.0,01:40.7,100700,198.652,1,Finished
